location,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Hommadevanahalli,12.8443528,77.5981019,0.23830453360502948,1.549530440144241,
Hongasandra,12.8986261,77.6286732,0.20931498717881047,0.249136716374111,0.23146944846672404
Hoodi,12.9959233,77.7192796,0.3892118110996679,1.0030747810000276,0.03405301153093679
"Hoodi Circle,",12.9919623,77.7154228,0.21805369464922827,1.279008330688752,0.02771999274624997
Hoodi Layout,12.9937325,77.7171734,0.055981807083146574,1.1504799066133944,0.18132932114576478
Horamavu Agara,13.0367725,77.6549479,1.3326673210533735,0.6812113408996388,2.8986046010866473
Horamavu Banaswadi,13.0190926,77.6556774,0.5829472441147118,0.16950236910824545,0.03648279303578003
Hosa Road,12.8704543,77.6539943,0.06321041578276736,0.10822268654316607,0.03502997282162498
Hosahalli,12.9660431,77.5414979,0.06125478352616327,0.12532497383867877,0.20172711157201198
Hosakerehalli,12.9299371,77.5374237,0.33300332204892247,0.4420964862333945,0.19244028692107865
Hosakerehalli Layout,12.934592,77.5423407,0.2957397346376766,0.1403131963679384,0.11394203815379018
Hosapalya,12.8974222,77.6496873,0.21910154551439945,0.832949708544551,0.2244287295394808
Hoskote,13.0318443,77.7618779,,0.23390320516348273,0.3389246320592702
Hosur Road,12.910142,77.6270827,0.2329830559012165,0.05907827261112961,0.0840658906413644
Hulimavu,12.8773486,77.6028031,0.026806895487865894,0.7976716289728175,0.035982605928174705
Hullahalli,12.8244922,77.6175213,1.4789877177909811,,1.5412292636468827
Hunasamaranahalli,13.1398615,77.6230512,,1.9522428402733447,0.6319180820303661
Huskur,12.8607674,77.7071019,2.3592963355294545,,0.21738399739352793
ISRO Layout,12.8974283,77.5573828,0.40883630457153947,0.7429662978498007,0.18666501830452834
ITI Layout,12.9665733,77.5016708,1.9891076518704296,0.1537021920332199,0.15321768410359407
ITPL,12.9846295,77.7377329,0.5999043308485217,0.7202888346990263,0.31126634408735127
Iggalur,12.781144,77.7014486,,1.6010555577611985,0.8060033729425429
Ilyas Nagar,12.9070386,77.569309,0.30970952655097367,0.1710488831688957,0.4032136487718641
Immadihalli,12.9663991,77.762046,0.84788775671992,1.278868961553934,0.10613829339205491
Indira Nagar,12.9732913,77.6404672,0.13134179613247396,0.23644111822758154,0.06630243077659204
Indira Nagar 3rd Stage,12.9768429,77.6465919,0.03832887063811984,0.1076614536845885,0.08609454319958003
Indira Nagar Stage 2,12.9732913,77.6404672,0.13134179613247396,0.23644111822758154,0.06630243077659204
Indiranagar HAL 2nd Stage,12.9702598,77.6451261,0.37400220210710877,0.16894114957670622,0.4072952754835319
Infantry Road,12.9800074,77.6050137,1.0062691512978845,0.0651765560987084,0.33709963292958994
Ittamadu,12.9233593,77.5418698,1.0206396586495792,0.23086593618865012,0.15986536741775154
J C Nagar,15.3508066,75.1420273,0.8054643006441052,0.02375691639764653,0.06945749360956736
JCR Layout,12.933134,77.7043284,1.5720181798855726,0.3792838075270575,0.38141675888728616
JP Nagar,12.9096941,77.5866067,0.5538147890196375,0.2826771451243934,0.08859961946161612
"JP Nagar 7th Phase,",12.9118423,77.5870665,0.6329801752082591,0.3390903648578834,0.17055894255800053
"JP Nagar 8th Phase,",12.9104062,77.5951099,0.12530777263758042,0.2898938211135809,0.0482057395761017
"JP nagar 9th Phase,",12.8681419,77.5628221,0.6961051056214675,1.8152983512346004,0.3123282660978551
Jagadish Nagar,12.9650798,77.6646521,1.4649609405994566,0.24730471234409324,0.36549633064923376
Jai Bheema Nagar,12.9194294,77.6169759,0.10931593596898422,0.33092506659212795,0.008677469894592265
Jakkasandra,12.9206827,77.6357104,0.14027090863208552,0.3115912553041032,0.4861937254477255
Jakkasandra Extension,12.927699,77.6409796,0.43712111861814645,0.4378293258229399,0.4665531745816352
Jakkur,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.12168250847902139
Jakkur Plantation,13.0834599,77.5980019,2.2003469820835,1.291404208089555,0.5778876391461609
Jakkuru Layout,13.0763895,77.6057269,2.1604536679678006,0.5649504594747153,0.10279767392533393
Jalahalli,13.0394104,77.5197351,0.8441548182890415,0.5728013843657863,0.12246458992220914
Jalahalli East,13.0578317,77.5462216,0.924116936181678,1.4531790971832605,2.4262337810871397
Jalahalli West,13.045979,77.5222447,1.2618800609677154,0.8208589125456504,0.750648859658692
Janatha Colony,12.8694807,77.6960796,2.075032433969866,,1.3296558086220664
Jayamahal,12.9959881,77.6014036,0.4937482985651049,0.18607119261878216,0.03664339438423942
Jayamahal Extension,13.0011064,77.5969579,1.2060995165974309,0.5345095336548265,0.26600247831163626
Jayanagar,12.9292731,77.5824229,0.3865898623691632,0.048537846770979484,0.1753115270525628
"Jayanagar,",12.9292731,77.5824229,0.3865898623691632,0.048537846770979484,0.1753115270525628
Jayanti Nagar,13.058277,77.6422554,0.8377474288380705,0.27405552063642696,0.10709926742494186
Jigani,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Jogupalya,12.9746882,77.628026,0.10464193352385054,0.2411757828439557,0.2482610283032114
Jp nagar 8th Phase .,12.9104062,77.5951099,0.12530777263758042,0.2898938211135809,0.0482057395761017
Judicial Layout,13.0837692,77.5860438,1.7538702152909709,1.2417116342011365,0.5732750494067582
"Judicial Layout, Kanakapura Road,",12.8616691,77.5301618,1.3644942933917599,1.3260279487993607,0.04224423534081248
Junnasandra,12.9064203,77.6835161,1.6682331549038187,0.045264709300778055,0.4929507433965404
Jyothi Nagar,12.8641456,77.5817188,0.1560389866297218,1.0685610000655759,0.1748590466181626
K G Colony,13.027497,77.5869989,0.48020244867437617,0.07807048112703235,0.0885559001067296
KEB Colony,12.9347657,77.5685736,0.17799421688860795,0.2272823709417582,0.0450400127549115
KG Halli,13.0568608,77.5327052,1.5673789037241408,0.10443050559355074,2.368014958209909
KPC Layout,12.9041861,77.6778517,2.3285835751560953,0.40618791048743474,0.2220187144975238
KR Garden,12.9549208,77.6565969,1.2350996333262854,0.23033030655809233,0.41400888424084153
KR Layout,12.9549835,77.6532944,0.9945799463065542,0.17103087607749437,0.2679590241311294
KR Puram,13.007516,77.695935,1.2063438008359872,0.0725318111449869,0.10113819638991485
KSRTC Layout,12.9128386,77.5934931,0.2854240080511525,0.2324193256923957,0.22330191428326093
KUDLU MAIN ROAD,12.8921814,77.6483362,0.4662258461567119,0.40248947546452474,0.2914893179977559
Kachanayakanahalli,12.7990299,77.6830517,,1.54826525389857,1.9181576533371743
Kacharakanahalli,13.0222071,77.6319093,1.4192547104011903,0.24511740635023122,0.256463852814521
Kada Agrahara,13.0815052,77.69505,,,0.380248871889885
Kadabagere,12.9857708,77.4789451,0.26666168196929935,0.135369099080518,0.07413534737421429
Kadarenahalli,12.9119181,77.5646668,0.6638450126403905,0.274376708943005,0.08274171243989067
Kadubeesanahalli,12.938965,77.6964066,1.0016046158440992,0.08608407292181336,0.32755299220666445
Kadugodi,12.9957428,77.7579489,1.1144729321489393,0.17048172625949445,0.013350138581150509
Kadugondanahalli,13.0207029,77.6215464,1.1864235863068517,0.38477451843725136,0.2718428653976002
Kaggadasapura,12.9812262,77.6745845,0.646798793911414,0.32098778065898065,0.5136258206317895
Kaggalipura,12.8089587,77.5097006,,0.4895602234017572,0.33747963600469194
Kaikondrahalli,12.9138348,77.6775268,1.7387244171739296,0.04654270685825429,0.01642661421961754
Kalasipalya,12.9584549,77.5808236,0.34869748591006494,0.2456574381597287,0.38922439259335057
Kalena Agrahara,12.8658068,77.5911918,0.5611288741900337,0.8962946840072035,0.06985893351794416
Kalhalli,12.8803569,77.7708542,,0.9049664962487898,1.0083086137926025
Kalkere,13.0344453,77.6766779,0.8909151450818696,0.20712465415371503,0.22436608172218483
Kalkere Channasandra,13.0377497,77.6881098,1.5802014494666574,1.0480933617449517,0.4457395042056329
Kalyan nagar,13.0221416,77.6403368,0.8968727819698661,0.07210678877984385,0.3293062580064786
Kamakshipalya,12.9858669,77.5331755,0.7986817255048374,0.15164368469901554,0.29162092680657054
Kamakya Layout,12.9239667,77.5492664,1.1039975888165876,0.12733855878242836,0.12426894298952465
Kamala Nagar,12.9450536,77.5586486,0.7089981216212989,0.0,0.19825631794558962
Kambipura,12.8822711,77.4606466,1.8098256820534289,1.5381636044527405,0.20984592125537418
Kamdhenu Nagar,12.9960265,77.6864573,1.3501146389709033,0.5481437195171115,0.28799597815778843
Kammanahalli,13.0148544,77.6382029,0.4534203713407507,0.26189343986565494,0.15943553212588477
Kammasandra,13.079198,77.7136366,,,0.9154375970634977
Kanaka Nagar,13.0374105,77.6082063,0.16214859993727668,0.4380922074420829,0.25818207956342887
Kanakadasa Layout,12.9823009,77.5896603,0.6580174952192218,0.9239618105226707,0.10938373490867447
Kanakapura,12.9189383,77.5739265,0.38823816131093253,0.17600290734454724,0.12529502298355524
Kanakapura Main Road,12.9421348,77.5768444,0.7156367711120106,0.13171183726337857,0.1786186217877667
Kanakapura Road,12.8622076,77.5303418,1.3512782086849493,1.3148971281446862,0.05034636334562481
"Kanakapura Road,",12.8622076,77.5303418,1.3512782086849493,1.3148971281446862,0.05034636334562481
Kanakapura main  Road,12.9421348,77.5768444,0.7156367711120106,0.13171183726337857,0.1786186217877667
Kanakpura Road,12.8856913,77.5526564,0.9963963823531752,0.35909163872291805,0.09734685453818323
Kannamangala,13.0154819,77.7631515,1.429319726136114,1.0310777560740663,0.2849821535106997
Kannur,13.1014045,77.6356543,0.2833321022347779,0.6498841956919428,0.06336994371882988
Kariyammana Agrahara,12.9371495,77.6873031,0.015743591692154175,0.5615978168720168,0.44067104362030884
Karuna Nagar,12.921008,77.5878683,0.42808600922288853,0.0728552035805086,0.2706525241594852
Kasavanhalli,12.9047595,77.6759172,2.2843970189080567,0.2078463463142163,0.013608615868919517
Kashi Nagar,13.0084602,77.6609259,0.30423049625327914,0.3191923656913808,0.3036283521331368
Kasturi Nagar,13.0015277,77.6512362,0.5432022852901733,0.7088322872416989,0.6359952869577619
Kathriguppe,12.929217,77.549692,0.7272082591558665,0.18275087497106776,0.22212514365577887
Kattigenahalli,13.1177735,77.6261222,2.307834569624511,0.3736851832765202,0.4439453132380875
Kaval Byrasandra,13.0200235,77.6092887,0.948370139736374,0.2754779248766035,0.17351951095085466
Kaverappa Layout,12.9367886,77.6980587,1.1575655617854848,0.22311128562568405,0.5803212089457007
Kaveri Nagar,13.0326126,77.6096168,0.40577787357295564,0.11983316209259305,0.3433384745090121
Keerthi Layout,12.7963302,77.7101094,2.7348357288773935,0.3079473271818293,0.5966580149906668
Kempapura,13.0478903,77.6096313,0.6225310041959526,0.5758064833941038,0.2852479806266651
Kempegowda Nagar,13.0025745,77.5256814,0.3303085085488997,0.8430060696577572,2.5484504451613117
Kenchenahalli,12.9267912,77.5132978,0.6754258945437301,0.26103390738401244,0.15349243446009475
Kengeri,12.9176571,77.4837568,0.4503921372896056,0.3716515779443523,0.1561736051709742
Kengeri Satellite Town,12.9229728,77.4842926,1.0206668348202501,0.10913482920136604,0.13004628098055962
Kereguddadahalli,13.0794507,77.5155027,2.5272249055677523,0.9809704147769334,1.1930317428081252
Keshava Nagar,12.9598176,77.5335655,0.2321090363917142,0.0,0.156527057587764
Kirloskar Layout,13.0669639,77.5009307,0.8578510398022916,0.0330324908564049,0.09873902691495588
Kodathi,12.8905129,77.7133427,1.2972995896053099,2.3827254204468664,0.9617959040402824
Kodichikkanahalli,12.8966996,77.6124269,0.22172817626571117,0.26323168693468313,0.6305082102936035
Kodigehalli,13.0031666,77.7272835,1.3341155333896064,1.1570131214671862,0.07553538832241967
Kodihalli,12.9635497,77.6460411,0.2641434516488122,0.2476718382881742,0.4051581314440208
Kodipalya,12.9004224,77.4871294,1.1423584173714307,1.1614897467179799,0.15295409564935386
Kogilu,13.1067228,77.6173956,2.098973134389521,1.2247963413564493,0.28275421196104245
Konanakunte,12.8792861,77.5697529,0.1686701130671464,0.586149661122673,0.24268910193272406
Konanakunte Cross,12.890447,77.5640809,0.17889137519298387,0.33106104321130225,0.2172344168128708
Konappana Agrahara,12.8528618,77.668169,0.13584686556344056,0.05519755930908911,0.1982490321747742
Konena Agrahara,12.9528903,77.6511294,1.1058156336951128,0.28641464919555054,0.570170911964331
Koppa,12.8548787,77.6096546,1.1929508096045136,1.2918904730484524,0.9936762320557788
Koramangala,12.9357366,77.624081,0.26752977963520624,0.16534876253541192,0.11653633393090411
Koramangala Industrial Layout,12.9332863,77.6147149,0.3393757075264874,0.169995860250447,0.18467584133820641
Kothanur,12.8701259,77.5820178,0.29012535615550794,1.2046900818961757,0.1255652912582252
Krishna Nagar,12.8775024,77.5845488,0.05541075681948957,0.3640757840014274,0.0825485946828874
Krishna Reddy Layout,12.924189,77.6737223,0.7633239336197294,0.0032958674947663118,0.038086587113846
Kudlu,12.8889126,77.6555716,0.7560662488900936,0.5476723874756205,0.710458599490456
Kudlu Gate,12.8899174,77.6396808,0.14188022972770004,0.49239161016648875,0.05043321777910862
Kumara Park,12.9922298,77.5783472,0.1411369984680065,0.13799467159764242,0.2411565573744297
Kumbena Agrahara,13.0017965,77.7473882,0.8505142118322797,0.9203469692707317,1.0322559141064789
Kundalahalli,12.977594,77.7155586,0.884085752213232,0.567895273741003,0.06042850817285947
Kundalahalli Colony,12.9706554,77.7115645,0.4773438374284263,0.5845185438367684,0.09650786633124725
Kurubarahalli,13.0012139,77.5362964,0.19845921984311665,0.035125355744018615,1.4479499065895312
Kuvempu Layout,12.9133887,77.6043111,0.059847130539427924,0.036004755918556515,0.3520586412916191
Kuvempu Nagar,12.9144469,77.6137532,0.1867331650015522,0.047619465377357215,0.30650357802006745
Kyalasanahalli,13.0564575,77.6591321,1.8996021428471153,0.8097085409418486,0.05347190500650578
LB Shastri Nagar,12.9660384,77.6708961,1.5732036233341649,0.1784131901123171,0.7385926001419972
LIC Colony,12.9091489,77.5853379,0.4274040367563571,0.207957755312552,0.07185940963813695
Laggere,13.0108677,77.5207301,0.7834476486030592,0.23204380390580087,0.14095416312272255
Lake City,12.8997376,77.6173368,0.3234794189354568,0.4082385826080998,0.1827174697256895
Lakkasandra,12.9381829,77.6002563,0.20715883255759687,0.2929905799682557,0.15678101936817063
Lakshmi Layout,12.8913057,77.5878632,0.3198723561558485,0.5925663826413038,1.9332196786398446
Lakshmipura,13.0875111,77.5314071,2.584538157339009,0.3722186656767592,0.14086196677524318
Lal Bahadur Shastri Nagar,12.9678103,77.6715478,1.3753526797344136,0.14362930003541172,0.7394478128565196
Lalbagh Road,12.9549004,77.5855742,0.3739976313145663,0.31028170222621365,0.08453075237748145
Langford Gardens,12.9631709,77.598018,0.5446156283095855,0.029801653715126657,0.16082382263972436
Langford Town,12.957998,77.6037312,0.2655519170530348,0.8272948084593617,0.2657066140212644
Lavelle Road,12.9722287,77.5986661,0.5365246920462017,0.5426429057212498,0.3540851916595122
Lingarajapuram,13.0093949,77.6267881,0.3682592202258137,0.3515177846176174,0.33326893422533554
M C Layout,12.9730957,77.5353937,0.3422488203410949,0.12009146058907685,0.27119492918307464
M.G Road,12.9726546,77.6183454,0.2969459955992105,0.35028139362606475,0.11831363492708201
MCECHS  layout,13.0725802,77.6152451,2.4234851466555427,1.2674877205147277,0.4600851017448817
MLA Layout,13.0179119,77.5906795,1.3298978413341933,0.7207342854830042,0.12955253783175122
Madavara,13.0574214,77.4728055,2.726004390393075,,0.04443169888535859
Madiwala,12.9218931,77.6177348,0.14968674086517342,0.24461103291911407,0.28774419391213163
Magadi Road,12.975608,77.5553564,0.2292305088560362,0.17130996524676126,0.0027054036356794608
Mahadevpura,12.9968412,77.6928386,1.5207391917212452,0.10293110982155244,0.03208053728097204
Mahalakshmi Layout,13.0113153,77.5446972,0.2374027662924826,0.4081989036260679,0.09506708627720341
Mailasandra,12.915939,77.4932278,1.1618555906854515,1.0648934335265987,0.32485957917486874
Maithri Layout,12.9848621,77.7559192,0.8143598850473553,0.4608689361061566,0.2836616874404254
Makali,13.0655449,77.4533438,,,2.2392726106244023
Mallasandra,13.0548302,77.5155741,2.4592409808990885,0.6787299500957701,0.5584357386846475
Mallathahalli,12.969649,77.5023618,2.1094366262105178,0.20246349592556173,0.20842384261163704
Malleshpalya,12.9744129,77.6743533,0.6633319534919848,0.12483878782901718,0.4079732980149955
Malleshwaram,13.0027353,77.5703253,0.21435190294512552,0.10133573144680583,0.09434804742784757
Manayata Tech Park,13.0454837,77.6266492,0.4577959008435539,0.37062941434958513,0.06267297970960052
Mangammanapalya,12.9075288,77.6350312,0.10312938337475973,0.47184916776926433,0.7086037511511709
Manjunath Nagar,12.9536329,77.6543602,1.1837030460344262,0.23900095289516538,0.4202899269707838
Manjunatha Layout,13.0250058,77.7001393,2.511170660734572,0.34873811204339666,0.38892888300262163
Manorayana Palya,13.0296633,77.6061427,0.29694994594264235,0.17614769399787675,0.34159265820056206
Maragondanahalli,13.0376489,77.6922232,1.639580594345309,1.3553045998863238,
Marasandra,13.1039235,77.7114248,,,0.6265609725363678
Marathahalli,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.24191240091988964
Marathalli bridge,12.9563664,77.7069965,0.4871133592560694,0.2125668759087827,0.19664474191646042
Marathi Layout,12.9114081,77.6443062,0.5226173970088699,0.2090994419168695,0.06385391643655443
Marenahalli,12.9182594,77.5916651,0.05466150487075693,0.25555289665831094,0.14945018234700724
Margondanahalli,13.0302592,77.6935252,2.4717473796786438,0.7098069136914165,0.680034524469606
Marsur,12.7678915,77.7043732,,2.9751270129140357,0.3579930213141969
Maruthi Extension,12.9976424,77.5631012,0.62441478236405,0.32964634724293923,0.11867396690806696
Maruthi HBCS Layout,12.9977407,77.5418368,0.27771826066935384,0.11839253406125955,0.14588791658310254
Maruthi Layout,12.9204015,77.6067432,0.21221266263495098,0.19133589277850008,0.161746871646241
Maruthi Nagar,12.9746062,77.6756305,0.533627165085799,0.11804323871647039,0.302324913520465
Maruthi Sevanagar,13.0027048,77.6346165,1.2297231287104318,0.08092819616953754,0.7840691543795879
Mathikere,13.0333587,77.5581786,0.646935825124672,0.08795574475217341,0.2433558003882036
Mathikere SBM colony,13.0372442,77.5566011,1.0466319616267512,0.20280082306950434,0.2150171401733672
Medahalli,13.0278454,77.7206079,,1.0953393013345307,0.17087647233558015
Medi Agrahara,13.1029398,77.52051,,2.3674493785499675,0.43393404165396965
Michael Palaya,12.9844888,77.6467705,0.6778186322014563,0.4547860310734322,0.23556328395072568
Mico Layout,12.9129858,77.6037799,0.12695195139615173,0.03488390914275784,0.38946800718739705
Milk Colony,13.0093324,77.5583026,0.3462133103502373,0.4469556593017001,0.15191425050061094
Millers Road,12.9952022,77.6030016,0.3983695472944181,0.09315159198712701,0.18263645711520993
Moodalapalya,12.9721131,77.5215397,1.0905053336524015,0.27981750725603177,0.25816615988366964
Muneshwara Nagar,13.0052451,77.7132511,1.368722120086676,0.1374082596602313,0.3734792288684772
Murugeshpalya,12.9589406,77.6555917,0.8910043150551071,0.1378728066984868,0.06397336889076768
Mylasandra,12.9160293,77.497544,1.0498796000124417,1.0161892069486165,0.7629386641427629
Mysore Highway,12.8822917,77.4479257,2.488785686641193,2.151307104242227,0.36859748485322996
Mysore Road,12.9467026,77.5300705,0.7109790178070446,0.46825749728823785,0.005936056985614694
NR Colony,12.9388164,77.568326,0.39075792544071,0.22650359368044726,0.17801940357571577
NRI Layout,13.0271999,77.6792114,1.1713850501422938,0.24297810870491357,0.6610985495866328
NS Palya,12.9089511,77.6035005,0.10262343284272041,0.18459146933808268,0.038311459056129385
Nagadevanahalli,12.939922,77.4913207,1.5097514383706583,0.47547542972112505,0.3108672929092538
Naganathapura,12.8755868,77.6673054,0.37272281291932235,1.4150375108029138,0.2505047746833327
Nagappa Reddy Layout,12.9599768,77.7154704,0.30136500212764855,0.06244423759394581,0.10294562581329589
Nagarbhavi,12.9512353,77.519054,0.7881468673794932,0.5196799955806761,0.1790219239819533
Nagarbhavi  BDA Complex,12.9793561,77.5105425,2.2798669354972447,0.18445459251756027,
Nagasandra,13.0479536,77.5001422,2.6122626591073486,0.48998159635054833,0.19549304218466462
Nagavara,13.0374647,77.623602,0.5002868566305048,0.058063217754949936,0.057276928398049105
Nagavarapalya,12.9866903,77.6577863,1.061738820046865,0.46117726926659464,0.44094387296438475
Nagawara Junction,13.0454631,77.626723,0.459556186081025,0.3674913614194739,0.0543642583614899
Nagondanahalli,12.97516,77.7703403,0.7765513150713883,2.070051434549789,0.11123349766157044
Naidu Layout,13.0332707,77.5730946,0.5629328014957403,0.20475668083687662,0.3042417846078954
Nallurhalli,12.9766408,77.7248845,0.16971982030042126,0.1138750096438843,0.1460009904088637
Nandi Durga Road,13.0044951,77.5948451,1.6146912312277517,0.9605604745077252,0.14452081833479957
Nandini Layout,13.0125961,77.5333145,0.6865714187979948,0.6375746820762526,0.18641367839760656
Nanjappa Garden,13.0234077,77.6504121,1.1734119850881333,0.32797618124851274,0.2525390588176662
Nanjappa Layout,13.0682587,77.5566819,0.8453676384819615,0.09416214941565072,0.263501197428554
Nanjappa Layout Vidyaranyapura,13.0682587,77.5566819,0.8453676384819615,0.09416214941565072,0.263501197428554
Narasapura,13.0721622,77.5587998,0.5021005226389894,0.25902949572868883,0.2546272728802044
Narayanappa Garden,12.9647744,77.7511974,0.1957964353128343,0.2636682039067877,0.26969653830254325
Narayanapura,13.0716969,77.6193949,2.286663153661873,1.474189882653001,
Navodaya Nagar,12.8823286,77.5828765,0.05135005529616874,0.2239914932464633,0.15849957212270213
Ncpr Industrial Layout,12.9859833,77.7128318,0.6052882179814117,0.7155544153890304,0.33422697549544333
"Near Electronic City,",12.9984475,77.5423888,0.2401875638910488,0.028964741237211357,0.10607613485654399
Neeladri Nagar,12.8414612,77.6479661,1.1596607240048924,0.04739070040224112,2.359275490523564
Neelasandra,12.9523859,77.6152058,0.19981005243079736,0.036093575118353594,0.27955672083909217
Nehru Nagar,12.9829907,77.5744995,0.8129287736298327,0.3522910287387797,0.13723028550631056
Nelamangala,13.0979667,77.3945591,0.21923384667237586,0.07822772708095527,0.042738997357864565
New Gurappana Palya,12.9242342,77.6041393,0.0,0.18967670738471076,0.40216131810046934
New Thippasandra,12.9761264,77.660815,0.8102886504602792,0.5734579359470656,0.5607771749754614
Ngef Layout,12.9592694,77.5093895,0.9305482872424012,0.2047945012860093,0.10640091515651391
Nobo Nagar,12.8679232,77.5962356,0.5975142550448321,0.8076835970106383,0.40291669100785793
OMBR Layout,13.0082113,77.652778,0.5757179210946703,0.22977949505579853,0.0418216000410688
"Off Sarjapur Road,",12.9098432,77.6878366,1.1331386661798992,0.5618084014786834,0.23992230315947302
"Off Sarjapur road,",12.9098432,77.6878366,1.1331386661798992,0.5618084014786834,0.23992230315947302
Okalipura,12.9825341,77.5678787,1.008346840819653,0.4787875139167972,0.5179398730300535
Old Airport Road,12.9591061,77.6595688,1.2876293687156375,0.053605341277155646,0.020907716040828483
Old Madras Road,13.0069152,77.6882534,0.39380889767541016,0.4502325198385685,0.3637607340242174
Old Mangammanapalya Road,12.899926,77.6358309,0.16216775994003815,0.2932326157655021,0.4040971275058385
Omkar Nagar,12.89,77.5973052,0.6951005885633506,0.11833605587575262,0.07125942788058988
Outer Ring Road East,12.9792116,77.6952364,1.0465973228735497,0.20070064811330338,0.19216660646743447
P Krishnappa Layout,12.9070818,77.6929357,0.7065584964685563,0.36144363171915334,0.27200116227269333
P&T Colony,12.9597301,77.6421523,0.21346954153471182,0.23714438168975732,0.07562548821254411
P&T Layout,13.0124489,77.6960226,1.308590940354927,0.03535318758773617,0.2989086899128101
PC Palaya,12.993425,77.7005156,1.7607613982196095,0.12948273800429008,0.13793829002245198
PNS Layout,13.0648728,77.5841846,0.6564241349471568,0.4551218440794641,0.10088418828288846
Padmanabhanagar,12.9181024,77.5576638,0.16050130550414363,0.20093722147129717,0.05931233006307777
Pai Layout,12.993111,77.6666772,0.40261215166450187,0.4996379991045377,0.31388866150290856
Palace Guttahalli,12.999489,77.5843469,1.0334390764126238,0.26593928175594106,1.613882541202653
Palace Road,12.9751459,77.5825554,1.2930436753524392,0.5214026466176859,0.11665070127908297
Palanahalli,13.1163349,77.6146643,2.935890482913863,0.5679779905131839,0.6473574530367038
Pampa Extension,13.0544256,77.5991953,0.44862812150184433,0.18846688597428773,0.17401656279238115
Panathur,12.9351457,77.7047541,1.3522923878737512,0.1539823729039149,0.18186331636302397
"Panathur Road,",12.9554389,77.7004848,0.5249829117568671,0.15990441242466286,0.1609241174154045
Panduranga Nagar,12.8930758,77.5961351,0.6104650925035187,0.2624868301419979,0.3541065757941077
Parappana Agrahara,12.8802088,77.6658442,0.2221101015040528,1.1478489151617226,0.669251666654771
Pattanagere,12.9200602,77.506701,1.056301341756837,0.8255715402634687,0.5300518167224695
Pattandur Agrahara,12.9876393,77.7377718,0.851841059365923,0.6283640539606055,0.06875728956578524
Peenya,13.0330515,77.5332233,0.6206590321161664,0.9324745827687105,0.004356173623286964
Phase 1 Kammasandra,13.079198,77.7136366,,,0.9154375970634977
Pillahalli,13.1025289,77.4287996,,2.5587832802427433,0.03427551097370111
Poorna Pragna Layout,12.9089902,77.5327496,0.502509340007645,0.1518297788398314,0.19456518473736864
Postal Colony,13.0351918,77.5771223,0.2015125228504436,0.24389116970470462,0.18185364993877048
Pragathi Nagar,12.957534,77.7009125,0.3030078134310896,0.020343225489316313,0.11120998630153794
Prakash Nagar,12.9948984,77.5635409,0.6067248036758738,0.3556086533232376,0.14998040275369853
Prakruthi Nagar,13.0978966,77.6157367,2.0943975072731167,1.102955114819291,0.2871918122906852
Prasanna layout Herohalli,12.9974648,77.4970838,1.0211271430201543,0.6868574598905944,0.03907033829865718
Prashanth Nagar,12.9776188,77.5313254,0.2680808656145407,0.1809433208006084,0.2068048453442681
Prestige Sunrise,12.8334817,77.6631176,2.0955844610090604,0.16328343462694594,0.7395050387154494
Prithvi Layout,12.977178,77.7436455,0.3302706528674197,0.9020964722799287,0.793661241073823
Puttanahalli,13.1119851,77.5770582,0.9089338121239224,0.9140418500522434,0.35587521070699507
Puttappa Layout,12.9709603,77.6527383,0.08165628070155871,0.07142209596134541,0.19483960629180808
Queens Road,13.0286549,77.5719067,0.6979898240027305,0.4047715625352339,0.16521284398024463
R.T. Nagar,13.0254156,77.5960071,0.37059237313249177,0.1368004962649884,0.16073559408417662
RBI Layout,12.8873819,77.5840351,0.231458753639429,0.371494327219449,0.22835253062452637
RK Layout 2nd Stage,13.0274554,77.5772913,0.4154299189121366,0.07037396130832219,0.20809146221973834
RMC YARD,13.0244143,77.5482175,0.9160918889162011,0.8622914683652185,0.13510161765720782
RMV,13.0360109,77.5695288,1.0285946577403429,0.23016829477531853,0.24790917993707162
RMV 2nd Stage,13.0360109,77.5695288,1.0285946577403429,0.23016829477531853,0.24790917993707162
RMV Extension,13.0356488,77.574775,0.4608208820850388,0.05757389317928438,0.1673418787107752
RMV Extension Stage 2,13.0222132,77.5781101,0.9297920213791828,0.44082906115034926,0.5292293077768258
RPC layout,12.9609115,77.5358407,0.3567492402078221,0.17870499939604195,0.2082334812396441
RR Layout,12.9156177,77.6347321,0.26365373192307096,0.028303384206787855,0.06659891781860725
RR Nagar,12.9314733,77.5290964,0.6085096871896565,1.3180044239856747,0.41043325292157007
Race Course Road,12.9819671,77.5766178,0.7324767202416441,0.5473491645355066,0.09854207600904437
Rachenahalli,13.0588586,77.6232576,1.084068787661565,1.0315316936979175,0.10234439479614532
Raghavendra Layout,12.8918925,77.579749,0.44680430599827947,0.024338333926650427,0.22987883774169426
Raghavendra Nagar,12.8918543,77.5777361,0.5032958808819047,0.24187692455015408,0.23987953049974775
Raghuvanahalli,13.0850111,77.7600477,,2.661034515228484,1.3724692330592798
Rahat Bagh,12.9914863,77.6613684,0.45336609000391936,0.3233528415451345,0.34262379222932926
