location,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Rahmath Nagar,13.0173076,77.5917019,1.3067703560879775,0.6317841745976311,2.713742030810227
Rainbow Drive,12.9062184,77.6868318,1.3366599251165245,0.3433401868159537,0.434460185020798
Raja Rajeshwari Nagar,12.932582,77.5162034,0.9759304408956934,0.1594975898310746,0.5154087829957453
Raja Rajeshwari Nagara,12.9299784,77.5206938,0.6675635912659034,0.5850266932606282,0.7306708336927413
Rajaji Nagar,12.9945063,77.554298,0.9169000511960155,0.09379699060365311,0.1635631137513544
Rajankunte,13.1729749,77.5669132,0.21520196253492516,0.1947757253996015,0.23311405927940881
Rajanna Layout,12.930774,77.5968998,0.1284740212898413,0.44764418105802745,0.45066246956253364
Rajapura,12.7831791,77.6631594,,,2.0100619543115394
Rajarajeshwari Nagara,12.9193976,77.5180364,0.3938696042670539,0.31757649655719566,0.2795974216602332
Rajarajeshwari nagar,12.9274413,77.5155224,0.5155007343431423,0.12525757331846235,0.15852739600402108
Rajarajeshwarinagar,12.9061275,77.519558,1.090375591346259,0.5388989016345384,0.2228901669180331
Rajasree Layout,13.0686085,77.5562896,0.8525571884196071,0.06877768852976267,0.20998972548363545
Rajiv Gandhi Nagar,13.0529919,77.5842533,1.2356090561938042,0.6030273866895369,0.6758674863599148
Rajiv Nagar,13.0529919,77.5842533,1.2356090561938042,0.6030273866895369,0.6758674863599148
Ramagondanahalli,12.9558969,77.7405826,1.069675812437609,0.10702405733623682,0.1305269766110204
Ramakrishnappa Layout,12.9778951,77.5164792,1.6170914410500894,0.5265660189821747,2.378736265459641
Ramamurthy Nagar,13.0120218,77.6777817,0.7012545493049456,0.10050384447939555,0.13406734926628117
Ramamurthy Nagar Extension,12.995811,77.5663291,0.4625455526039752,0.33047643878262845,0.0999163601358794
Ramesh Nagar,12.9633466,77.6800333,1.5482290205251625,0.6450598162077789,0.20446242977301846
Rayasandra,12.8795774,77.6719842,0.30464370485031217,1.1846682539556457,2.3188752919870117
Rest House Road,12.9737631,77.6064116,0.4697733657818875,0.2685156028759754,0.11949736087311028
Richards Town,13.0042369,77.6170601,0.4526324685058399,0.17332560449287832,0.16852625574852267
Richmond Road,12.9664415,77.6077724,0.1084943661145062,0.1975363589240774,0.11769611528414546
Richmond Town,12.963555,77.6015856,0.5015668300732825,0.24743991598672377,0.32513003718285577
Ring Road Nagarbhavi,12.9605743,77.5127492,0.6168618785384404,0.13869857958511883,0.044352482464586354
Roopena Agrahara,12.91064,77.6238263,0.12476365502838638,0.08390353509992757,0.2500192635494851
S R Layout,12.9034217,77.5828148,0.2573978387439775,0.3375025457588577,0.3418055235327632
SBM Colony,12.938813,77.5526032,0.1557611700867489,0.02587539344085956,2.2153455862593647
SHANTHINAGAR,12.9578068,77.5994152,0.2483061579441673,0.6137291006360698,0.34268167844721675
SK Garden,13.0045682,77.6069927,0.8057033933644494,0.33990438494518416,0.41353121467930204
SMV layout,12.8819431,77.6728073,0.5700787712354487,0.9138016697079376,0.27777290233389973
SRINIVASAPURA,13.1062092,77.6239014,1.4534998280342353,0.5916845920262863,0.3105522194165184
Sabari Nagar,12.971655,77.6058944,0.24581522709838377,0.08344379507952569,0.09527608159336029
Sadahalli,13.2042628,77.6458748,,,2.677573327729058
Sadaramangala,12.9989026,77.7375086,0.41151422663704995,1.365241057153577,0.1112863871150596
Sadashiva Nagar,13.0110193,77.5808641,0.22947715411048,0.21756511623590719,0.2723567106926853
Sadhguru Layout,12.9957271,77.5862314,0.9470493357549777,0.5743034692256637,0.22160361388061464
Sahakara Nagar,13.0621474,77.5800614,1.0583894936522613,0.7788420229890425,0.37977506456317434
Sahyadri Layout,12.9064193,77.5633803,0.40495725102451785,0.04033801521442244,0.12124663326091736
Sai Gardens,12.9467591,77.6760671,0.45581398774269377,0.37806578871637,0.506742622069756
Sampangi Rama Nagar,12.9666076,77.5925094,0.16221791472929775,0.060849217169958406,0.20767629484921196
Sampangirama Nagar,12.9795587,77.589992,0.957541672824076,0.9347819212719833,0.2001932986580925
Sampige Layout,12.9764697,77.528243,0.3473977635132612,0.18280581661733844,0.26344425059587734
Sampigehalli,13.0805925,77.6291328,2.136854014436101,0.6635562954949952,0.5155175223891835
Sanjay nagar,12.9578658,77.6958748,0.7629447133998302,0.3149495935342058,0.19282613212931424
Sanjeevini Nagar,12.9162546,77.5891812,0.1712180968464067,0.3897447647072238,0.08148180721654057
Saptagiri Layout,12.8451256,77.6457413,0.9949690776947823,0.3196679232317243,0.24146601750888894
Sarakki Nagar,12.9106407,77.5845458,0.33457531139658175,0.038730748877569235,0.0655157093407413
Sarjapur,12.9694037,77.5870258,0.513245507673521,0.17534332167290267,0.04436515179845821
Sarjapur  Road,12.9244884,77.6451418,0.5500515300656763,0.33379701728610073,0.22889400708940627
"Sarjapur Road,",12.9243414,77.6448784,0.5763147173538844,0.35991190441813453,0.2547980447962064
Sarvabhouma Nagar,12.9124073,77.5466561,0.4586077276311911,0.22697772966234456,0.22028595318438818
Sathanur,13.0735244,77.6214579,2.3223366652236273,1.296482725744849,0.30203272745239534
Sathya Layout,12.989889,77.7186215,0.44128504667931234,1.232656130461903,0.30360169774653306
Sathya Sai Layout,12.9327296,77.7039713,1.6295483020778065,0.42920812132069897,0.423255606551295
Sector 1 HSR Layout,12.9118559,77.6516888,0.28967751551107795,0.10352162403407145,0.01876204219603065
Sector 2 HSR Layout,12.9118578,77.6517238,0.2920468130903524,0.10244649270770781,0.01620756865507219
Sector 4 HSR Layout,12.9145663,77.6446063,0.4277067697938402,0.15282408190948535,0.19051352957372603
Sector 6 HSR Layout,12.9156177,77.6347321,0.26365373192307096,0.028303384206787855,0.06659891781860725
Sector 7 HSR Layout,12.9093675,77.6407794,0.42039043923080816,0.35882624734090907,0.17405029849185394
Seegehalli,13.0164845,77.71748,2.56558640069113,0.05354433590964576,0.0690586066875828
Seetharampalya,12.9813697,77.7086129,0.8539704419126385,0.10713767431607657,0.06012222407648955
Seshadripuram,12.9946631,77.5747183,0.6035254656519741,0.11259400558443747,0.10502858242413707
Shakthi Nagar,13.0178699,77.6165505,1.43593237338042,0.5777914671223405,0.2644888131117965
Shampura,13.0309565,77.6111581,0.627610324960466,0.32893227598840247,0.2560862573611048
Shankarapuram,12.9528538,77.5703309,0.26698805705429585,0.07211160542018111,0.2929733764976266
Shanthala Nagar,12.9714173,77.5994394,0.48213952762821904,0.4390559028194807,0.4218333434650697
Shanthi Layout,13.0167674,77.6834304,0.9794981398109798,0.1469436173015745,1.9582463288874477
Shanti Nagar,12.9555367,77.5924278,0.387589716177905,0.06427101391329804,0.10459920223804789
Shantiniketan Layout,12.8824524,77.6024627,0.20419629024974173,0.5226700664503133,0.5527872448547392
Shettigere,13.1954297,77.649453,,,0.5730267078713411
Shettihalli,13.0587626,77.5263725,2.195477872281649,0.7775993901965903,0.5845035663465729
Shetty Halli,13.0502833,77.525675,1.6623197862133425,1.0087002211289058,1.3471748325776944
Shikaripalya,12.8359685,77.6571728,1.655037556174444,0.1558641796823294,0.16216851840362573
Shirdi Sai Layout,12.9135912,77.6067733,0.20797876914598362,0.02956502271876366,0.32428179336951674
Shirdi Sai Nagar,12.969801,77.6303775,0.12296911447404064,0.05188846534668855,0.771784196632166
Shivaji Nagar,12.9883249,77.6004488,0.42893361858690776,0.25813165624321316,0.19696017345994005
Shivanagar,12.9865226,77.5494848,0.15856546419061762,0.0508283055389894,0.03352885111441704
Siddapura,12.9464207,77.5920877,0.2487304676208248,0.30376099335483864,0.1603660071934219
Sidedahalli,13.0625424,77.4953754,0.9159314362689657,0.7974950828995189,1.3883200774586322
Silk Board,12.9167139,77.6214094,0.48564578281635135,0.23585017595636976,0.03595374070420915
Silver Springs Layout,12.9582324,77.7098778,0.5416231226369274,0.163594859091487,0.22619843012050178
Sindhi Colony,12.9946318,77.6165816,0.24544126158283072,0.3552679902355233,0.10092519017581192
Singanayakanahalli,13.1478621,77.5693207,1.213930867520748,2.5909998876130365,0.03222386784894168
Singapura Village,13.0797045,77.5384544,1.4452352475653876,0.35191670091045985,
Singasandra,12.8787382,77.642089,0.49358184791195925,0.3720611817357301,0.3575757014792725
Singena Agrahara,12.8400642,77.7126767,0.571293670000818,1.9650143356499643,1.625538965785881
Sir M V Nagar,12.9312736,77.5704231,0.2344473817413387,0.43680525124084923,0.3195476588311799
Sneha Colony,12.9987826,77.6177648,0.22437753759378448,0.08705453756177325,0.20664710099857272
Someshwara Layout,12.9035976,77.6938015,0.9312879082089528,0.2845782048739962,0.4300652684392496
Sompura,12.8778283,77.4972385,2.7172827999626743,2.805778242439059,0.06633469434453007
Sonnenahalli,12.9433048,77.4801187,2.409374851402626,0.42511228964502196,0.13230346848627503
Soppahalli,12.7483443,77.6763175,,,1.228196515342248
Soundarya Layout,13.066906,77.4967968,0.5174996471440045,0.4798944468963525,0.05872828424760127
Sree Narayana Nagar,12.8837645,77.5507558,1.1760119395699977,0.06521543398426195,0.05605719558231786
Sri Balaji Krupa Layout,12.8732692,77.6460654,0.742233969714381,0.12848837217521195,0.4634068928726152
Sri Sai Layout,13.0395959,77.64454,0.6382384066467907,0.46577628707821156,0.0838626843753753
Srigandada Kaval,12.9851531,77.5032883,2.0372274301318205,0.6398372514355147,0.28788509279063274
Srinagar,12.9484488,77.5514971,1.0775175638101453,0.5677294181457373,0.13788367017271744
Srinivas Colony,12.9639012,77.6472266,0.1953067362975219,0.3424028123099912,0.4231858965544183
Srinivasa Nagar,12.9877574,77.5378544,0.25777068604203635,0.1759889439082334,0.060954846147703814
Srirampura,12.9964948,77.5632993,0.7182505424304229,0.43165861867510597,0.011663646196096627
St Thomas Town,13.0065573,77.6224071,0.20680103926701637,0.16397983976995262,0.1564175714201721
St. John's Road,12.9865304,77.6158573,0.4198395491300619,0.25243445549676835,0.0482745802710609
Subash Nagar,12.9284049,77.5179223,0.4781519669900446,0.33739655215139247,0.34760773854170285
Subhash Nagar,12.9899856,77.5719656,0.42337586050529996,0.24756335100590185,0.011162829909232773
Subramanya Nagar,13.0047903,77.5599387,0.5281332071909708,0.38166414867623405,0.6006807835927794
Subramanyapura,12.8992578,77.5321721,1.136546111340634,0.8850959120596756,0.5123876054084918
Suddaguntepalya,12.931045,77.6098888,0.12182298544348269,0.4794187738039972,1.5952006904274874
Sultan Palaya,12.9639079,77.5687792,0.3438611562866863,0.4036862139012211,0.027090426285778763
Sundara Nagar,12.97293,77.6151399,0.5478699206392824,0.48272052526095693,0.1632562964907549
Sunkadakatte,12.9951556,77.5022163,0.9479074363505907,0.12024458684543277,0.08664922015897214
Surabhi Layout,13.0930374,77.6002443,1.6877638795426047,0.5683983973454702,0.0797794261506827
Suragajakkanahalli,12.7361919,77.6654422,,,0.5673662365206859
Suraksha Nagar,12.9749426,77.6063997,0.6009053486673367,0.3994819417399948,0.02555510081738517
Suryanagar,12.7731527,77.6864397,,,1.6835932453146463
Syndicate Bank Colony,12.9798772,77.5286425,0.5953050114325018,0.4132994523414319,0.4431932677616605
T C Palya main Road,13.020674,77.6861834,1.410166113243208,0.43572737463889716,0.22740292275884816
T Dasarahalli,13.0450201,77.5076896,2.286667141615597,0.16820026095583396,0.5043141849617998
T G extension,13.0013982,77.6019511,1.0838103246601092,0.3512983951429656,0.24875915690066885
T c palya,13.0160374,77.6910921,1.117556458024879,0.6212843141256551,0.7506781153970944
T.C PALYA,13.0160374,77.6910921,1.117556458024879,0.6212843141256551,0.7506781153970944
TC Palaya,13.0105743,77.6932572,0.9563849880311063,0.06101332924158582,0.23714311969400187
Tasker Town,12.9801622,77.605818,0.9193179537913135,0.030034681500714182,0.30686177199660225
Tata Nagar,12.9358121,77.5150011,0.7301127570913796,0.5006159241145423,0.18591182062002215
Tavarekere,12.9220045,77.6096347,0.06764754660186038,0.12328220801839837,0.10016455660965962
Teachers Colony,12.9188265,77.6341185,0.20664211568556418,0.15931867141164624,0.2654943293842475
Tejaswini Nagar,12.8601269,77.6053051,0.48192417574401264,0.6049529198224654,0.6210184176952032
Telecom Layout,12.965528,77.5467051,0.49339324192450884,0.29489426678013975,0.13622130140678937
Thanisandra,13.0522499,77.6316152,0.4103630847737383,0.24472908327676104,0.047911631417567324
"Thanisandra Main Road,",13.0401602,77.6243306,0.19051988831919953,0.14015723482014755,0.02639851671632061
Thanisandra main road,13.0403517,77.6243304,0.16972116571280987,0.14729083909946744,0.03942845889541625
Tharabanahalli,13.101684,77.4798441,0.6934241797040022,2.2134300271851246,0.10091696608177375
Thigalarapalya,13.0170955,77.4829741,2.7577846097606304,0.9131005867298166,
Thippasandra,12.973936,77.6509982,0.04238990060763712,0.09652931942115495,0.1529954342656829
Thirumenahalli,13.0901794,77.6334125,0.9885648011677349,0.7698068311351458,0.26253840034615716
Thirupalya,12.821203,77.6660463,,0.26191034660023105,0.4677613551853734
Thomas Town,13.0065573,77.6224071,0.20680103926701637,0.16397983976995262,0.1564175714201721
Thubarahalli,12.9547872,77.7213154,1.1580769902968089,0.030744632971433896,0.12873349309795315
Thyagaraja Nagar,12.931392,77.5683011,0.34562327860567477,0.349320683506187,0.10595816951929672
Tilak Nagar,12.9275876,77.5947124,0.30465244867826474,0.21429394267269475,0.20524311554658206
Tindlu,13.0750074,77.5673264,1.1293036438987667,0.6129778785315034,0.1577311386516367
Tippenahalli,13.0368275,77.4882249,,0.7862965133883986,0.028567597779730294
Tumkur Road,13.0161949,77.556284,0.32448021332409516,0.6266761280654478,0.27130903243489146
Tunganagara,12.985503,77.485068,0.4204071327468453,0.6239046335328086,
Uday Nagar,12.9908579,77.6718143,1.0085055281429915,0.09628394980509743,0.35424520269239823
Udaya Nagar,12.9963615,77.6724503,0.9813006623567564,0.03982560225507921,0.2896768292883118
Ullal Road,12.9553191,77.4935554,2.544921165173912,0.3998423852352031,0.2906989484897045
Ulsoor,12.9778793,77.6246697,0.2747246798005799,0.22036401024785057,0.25911441477800107
Upkar Layout,12.961396,77.4833965,1.6179567205814949,0.9058222356314617,0.07705983914545517
Uttarahalli,12.9055682,77.5455438,0.22746733735713195,0.15195997249396626,0.1694410044511424
V.V Puram,12.9500602,77.5768521,0.26136764022714054,0.23029667017451053,0.3312041696002005
Vaderahalli,13.0972541,77.5390599,,0.8900594975759833,0.2260132735176951
Vaishnavi Layout,13.0768415,77.5529965,0.43613771051502054,0.3724424526766487,0.565040477536087
Vajarahalli,12.8774369,77.5447414,0.7712959770494165,0.11932438767606292,0.045612137158961306
Varanasi,13.0304962,77.6860657,1.8301601353360306,0.40662372011123815,0.11774874057485814
Varthur,12.9406508,77.746988,0.062338097155049094,0.07420960473914587,0.056321567295039995
Varthur Road,12.9561094,77.7295768,0.8493124126329409,0.111295504517586,0.1403305063496017
"Varthur Road,",12.9561094,77.7295768,0.8493124126329409,0.111295504517586,0.1403305063496017
Vasantapura main road,12.8876583,77.5507012,0.9263871123010678,0.4643383628168489,0.37156562557589246
Vasanth nagar,12.9921738,77.591459,0.45746376365139874,0.4759907540261525,0.292784683292091
Vasanthapura,12.8894951,77.5596744,0.3862689399799207,0.25874344899601137,0.24806359197810154
Veer Sandra,12.8389813,77.6750305,1.3754973398002093,1.1221760872558748,0.21724845899868048
Veerabhadra Nagar,12.9682085,77.6823937,1.047826882506089,0.47446457268756,0.16643163062093197
Veerannapalya,13.0424788,77.613342,0.8350783012206179,0.6357764136003717,2.9349084506582703
Venkatadri Layout,12.9479007,77.6994103,0.9182246655655175,0.37268998933242103,0.18056321991633212
Venkatapura,12.8839153,77.47028,1.7170359165171452,1.6281155516320753,0.23364041122143575
Venkateshpuram,13.013003,77.6189465,0.8494823411016602,0.3336166507833136,0.25881444926455094
Venkateswara Nagar,13.04055,77.5569571,1.3166650714623493,0.5536484392138019,0.08919236053160501
Versova Layout,12.9838691,77.6684718,0.38544348074084156,0.32098293270936157,0.5013711629678715
Vibuthipura,12.9679839,77.6782243,1.0450310171231154,0.5242029300108855,0.37431908660885416
Victoria Layout,12.9656579,77.6142682,0.28001742850343125,0.13184962621733107,0.33212233772808936
Vidya Nagar,12.9842424,77.5865075,0.6187929361410335,0.6727651282307282,0.041912213229265444
Vidyaranyapura,13.0766407,77.5577315,0.08823235308569434,0.05685877383681459,0.055928298245679894
Vignana Nagar,13.0705989,77.5867134,0.9411708073433498,0.7914703133497715,0.6758191532656612
Vijay Nagar,12.9061307,77.5919954,0.24775131218865656,0.06420797801359997,0.363311472044336
Vijaya Bank Colony,12.8934265,77.6097166,0.25272427335534137,0.13300153559275382,0.7373326194517472
Vijaya Bank Layout,12.8822364,77.6138592,0.5632011725509645,0.13468146633086284,0.823237248450667
Vijayanagar,12.9709537,77.5373851,0.16281187862781038,0.04769131237625716,0.0021055621507858305
Vijinapura,13.0039028,77.6736303,0.21106365769005725,0.20425869857211235,0.4224271182673048
Vikram Nagar,12.8994971,77.5613308,0.6839175812429696,0.63966722821911,0.21256229390664658
Vimanapura,12.96218,77.6635462,1.524191750753964,0.3329561643704058,0.3030204466031416
Vinayaka Layout,12.9682111,77.5116639,1.2995112835258162,0.27884708471729164,0.10819673454092513
Vinayaka Nagar,12.9872184,77.5230958,1.603838809512996,0.7517299115089969,0.26149000286578944
Virat Nagar,12.9036108,77.6208615,0.08999446334539091,0.5238360808298419,0.6718641344789439
Virgonagar,13.0537687,77.7173308,,2.749776602256314,0.4298085337457471
Virupakshapura,13.0638109,77.5717581,1.1120763535348528,1.0656266148758375,0.44947064172718626
Vishwanatha Nagenahalli,13.036775,77.6036324,0.16604924275720143,0.26165057966022026,0.23610978632740856
Vittal Mallya Road,12.969538,77.594475,0.09078591232146042,0.4197142590274684,0.09039421444229713
Vittal Nagar,12.9012176,77.5550809,0.49584492612050923,0.6880589369092307,0.29418846776456054
Vittasandra,12.8699226,77.6272278,0.3692418156333539,0.9247880845075063,0.472493932785731
Vivek Nagar,12.9529247,77.6231374,0.2911312390117584,0.20595999089730918,0.15824695651292117
Viviani Road,13.0036422,77.6156972,0.2991198035857793,0.21487915300786395,0.12339453466660306
Vyalikaval,13.0042636,77.5751704,0.39419588916066967,0.1895963571890517,0.440347605210309
Weavers Colony,12.8454948,77.5831295,0.23972404403261377,0.14560468669858448,0.12345118661465308
West of Chord Road,12.9974416,77.550126,0.613268072064069,0.09047312732828826,0.11712677772061145
Wheelers Road,12.9995759,77.6230526,0.6964624376785682,0.15453440129698354,0.15007064165125217
Whitefield,12.9957428,77.7579489,1.1144729321489393,0.17048172625949445,0.013350138581150509
"Whitefield,",12.9957428,77.7579489,1.1144729321489393,0.17048172625949445,0.013350138581150509
Williams Town,12.9991567,77.6067556,0.5215818039407049,0.33245517442647493,0.2862658378783488
Wilson Garden,12.9489339,77.5968273,0.07285904995110502,0.1122522801896376,0.18603099933298137
Xavier Layout,12.9649574,77.6120795,0.2898916985186437,0.16173554002018847,0.19811224616465506
Yarandahalli,12.8087698,77.6673579,,1.5980515301103306,0.9905609773609868
Yediyur,12.9301531,77.5763445,0.10621816859648489,0.054149021379143944,0.3983409149431265
Yelachenahalli,12.9006508,77.569226,0.35737626811823914,0.6671793404545492,0.3626433746669698
Yelahanka,13.1006982,77.5963454,1.1101413730029868,0.08308136466696169,0.17259552282752655
Yelahanka New Town,13.0978039,77.5811889,0.1393603884017802,0.18831194414897867,0.3304606867096978
Yelenahalli,12.8646227,77.6081639,0.825280551731642,0.9536266738219541,0.9205026251346131
Yemlur,12.9438959,77.6783535,0.47841375016529397,0.09451101430011205,0.2951272468746654
Yeshwanthpur,13.0176937,77.5555009,0.37386532998327515,0.47867464572392443,0.19395800954755882
arudi,13.48395,77.4049643,,5.855403173175896,
ittamadu,12.9233593,77.5418698,1.0206396586495792,0.23086593618865012,0.15986536741775154
kanakapura main road,12.9421348,77.5768444,0.7156367711120106,0.13171183726337857,0.1786186217877667
kanakapura road,12.8622076,77.5303418,1.3512782086849493,1.3148971281446862,0.05034636334562481
manyata,13.0196646,77.6550064,0.6691563824465189,0.11332792166610813,0.08542262009786596
manyata park,13.0551983,77.62124,1.2484390562684984,1.036534906709224,0.3819140094443117
manyata tech park,13.0482891,77.6211004,0.8156199281859551,0.8333911988543331,0.7382401271292932
mvj engineering college,12.984887,77.7622799,0.7409516210116501,1.131988762836944,0.21336791845803504
poornaprajna layout,12.908823,77.535944,0.16483765180039037,0.19498287563528896,
rr nagar,12.9314733,77.5290964,0.6085096871896565,1.3180044239856747,0.41043325292157007
sapthagiri Layout,13.0368052,77.4960405,2.4812938144273717,1.097825375976259,0.1794693501441034
sarjapura main road,12.8757178,77.6721743,0.30455635152626337,1.609274418051981,0.10677291435522232
south,12.9287596,77.6287122,0.4371699107950877,0.3295947895128705,0.478226322535922
t.c palya,13.0160374,77.6910921,1.117556458024879,0.6212843141256551,0.7506781153970944
tc.palya,13.0226152,77.7057327,2.784675521057892,0.42967547985082527,0.07647402226403242
whitefiled,13.0318443,77.7618779,,0.23390320516348273,0.3389246320592702
