location,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km,location_price
Kodichikkanahalli,12.8966996,77.6124269,0.2217281762657111,0.2632316869346831,0.6305082102936035,0.044649730561970746
Ambedkar Colony,12.9708934,77.6951918,0.6719239127411085,0.27244649864545,0.1725955228275265,0.09706083390293917
Varthur Road,12.9561094,77.7295768,0.8493124126329409,0.111295504517586,0.1403305063496017,0.0420398406374502
Avalahalli,12.9459464,77.5409354,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05549872122762148
Prakruthi Nagar,13.0978966,77.6157367,2.0943975072731167,1.102955114819291,0.2871918122906852,0.04838709677419355
Sadaramangala,12.9989026,77.7375086,0.4115142266370499,1.365241057153577,0.1112863871150596,0.04325453758739268
Anjanapura,12.8601312,77.5540587,0.6719239127411085,0.27244649864545,0.1725955228275265,0.042105263157894736
Abbigere,13.0784176,77.5245316,0.6719239127411085,0.27244649864545,0.1725955228275265,0.04093081761006289
Tindlu,13.0750074,77.5673264,1.1293036438987667,0.6129778785315034,0.1577311386516367,0.05238095238095238
B Narayanapura,12.9980556,77.6848622,0.6719239127411085,0.27244649864545,0.1725955228275265,0.04803921568627451
Green Garden Layout,12.8727237,77.6451233,0.6433027210657665,0.1091579386507322,0.5515524902558565,0.0430622009569378
Gubbalala,12.8856635,77.5416809,0.339025457075945,0.6321005737064433,0.012932822200589,0.05576572092251535
Dairy Circle,12.9371279,77.6017492,0.2332795823900053,0.4837233543105741,0.0454691923871817,0.11636884930748982
Parappana Agrahara,12.8802088,77.6658442,0.2221101015040528,1.1478489151617226,0.669251666654771,0.038944723618090454
KSRTC Layout,12.9128386,77.5934931,0.2854240080511525,0.2324193256923957,0.2233019142832609,0.052083333333333336
New Gurappana Palya,12.9242342,77.6041393,0.0,0.1896767073847107,0.4021613181004693,0.065
Palanahalli,13.1163349,77.6146643,2.935890482913863,0.5679779905131839,0.6473574530367038,0.12147764851935489
Kudlu,12.8889126,77.6555716,0.7560662488900936,0.5476723874756205,0.710458599490456,0.04440104166666667
Shivanagar,12.9865226,77.5494848,0.1585654641906176,0.0508283055389894,0.033528851114417,0.16
V.V Puram,12.9500602,77.5768521,0.2613676402271405,0.2302966701745105,0.3312041696002005,0.09063133528733251
Banashankari Stage VI,12.8849238,77.5154846,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05040758959943781
HMT Layout,13.0276524,77.5921251,0.7454977598018973,0.1902843438750744,0.2211784653047096,0.0497737556561086
Cox Town,12.9934858,77.6251081,0.60319011118862,0.4722387692690605,0.1617656445050666,0.09375
Kalasipalya,12.9584549,77.5808236,0.3486974859100649,0.2456574381597287,0.3892243925933505,0.16
Kathriguppe,12.929217,77.549692,0.7272082591558665,0.1827508749710677,0.2221251436557788,0.056502008032128515
Yelahanka New Town,13.0978039,77.5811889,0.1393603884017802,0.1883119441489786,0.3304606867096978,0.05197149047746635
Sahakara Nagar,13.0621474,77.5800614,1.058389493652261,0.7788420229890425,0.3797750645631743,0.06661115736885928
manyata park,13.0551983,77.62124,1.2484390562684984,1.036534906709224,0.3819140094443117,0.0468910741301059
Rachenahalli,13.0588586,77.6232576,1.084068787661565,1.0315316936979175,0.1023443947961453,0.04961904761904762
Sadashiva Nagar,13.0110193,77.5808641,0.22947715411048,0.2175651162359071,0.2723567106926853,0.1728263759638394
Yelachenahalli,12.9006508,77.569226,0.3573762681182391,0.6671793404545492,0.3626433746669698,0.058881578947368424
Shirdi Sai Layout,12.9135912,77.6067733,0.2079787691459836,0.0295650227187636,0.3242817933695167,0.06117988505747127
Bendiganahalli,13.0683794,77.7582582,0.6719239127411085,0.27244649864545,0.1725955228275265,0.07083333333333333
Hosakerehalli Layout,12.934592,77.5423407,0.2957397346376766,0.1403131963679384,0.1139420381537901,0.05925925925925926
Hennagara,12.7906876,77.6741161,0.6719239127411085,2.8798222282970323,2.992521913132861,0.06701093560145809
Ferrar Nagar,13.1164358,77.5642942,1.2716730723605147,1.2309168516510016,0.4355637446119848,0.07838983050847458
Green Glen Layout,12.9269039,77.6701877,0.7614436734548857,0.0325149323321965,0.4184565647150084,0.06696234724892997
Thubarahalli,12.9547872,77.7213154,1.1580769902968089,0.0307446329714338,0.1287334930979531,0.05844155844155844
M.G Road,12.9726546,77.6183454,0.2969459955992105,0.3502813936260647,0.118313634927082,0.16
Naganathapura,12.8755868,77.6673054,0.3727228129193223,1.4150375108029138,0.2505047746833327,0.04986400725294651
Basavanagara,12.900973,77.4671249,0.6719239127411085,0.27244649864545,0.1725955228275265,0.049019607843137254
Horamavu Banaswadi,13.0190926,77.6556774,0.5829472441147118,0.1695023691082454,0.03648279303578,0.040968342644320296
1st Phase JP Nagar,12.9114349,77.5992958,0.6719239127411085,0.27244649864545,0.1725955228275265,0.0775691699604743
Kaverappa Layout,12.9367886,77.6980587,1.1575655617854848,0.223111285625684,0.5803212089457007,0.058300395256917
sapthagiri Layout,13.0368052,77.4960405,2.4812938144273717,1.097825375976259,0.1794693501441034,0.08846153846153847
Seegehalli,13.0164845,77.71748,2.56558640069113,0.0535443359096457,0.0690586066875828,0.05
BEML Layout,12.9611099,77.7164738,0.6719239127411085,0.27244649864545,0.1725955228275265,0.053162826712177244
Alur,12.9604876,77.5700998,0.6719239127411085,0.27244649864545,0.1725955228275265,0.03773584905660377
Devarabisanahalli,12.9234847,77.6869662,0.4911593724014503,0.9993799148100816,0.8063548121699141,0.05925925925925926
NRI Layout,13.0271999,77.6792114,1.1713850501422938,0.2429781087049135,0.6610985495866328,0.052785852713178295
Sidedahalli,13.0625424,77.4953754,0.9159314362689656,0.7974950828995189,1.3883200774586322,0.041666666666666664
Dwarka Nagar,13.0880852,77.4949031,1.6954607676256916,0.3206413385359538,0.6588141880651172,0.0659375
ITPL,12.9846295,77.7377329,0.5999043308485217,0.7202888346990263,0.3112663440873512,0.046766666666666665
Margondanahalli,13.0302592,77.6935252,2.471747379678644,0.7098069136914165,0.680034524469606,0.05430555555555555
Kattigenahalli,13.1177735,77.6261222,2.307834569624511,0.3736851832765202,0.4439453132380875,0.051488095238095236
Raghavendra Nagar,12.8918543,77.5777361,0.5032958808819047,0.241876924550154,0.2398795304997477,0.04110809315840605
KR Layout,12.9549835,77.6532944,0.9945799463065542,0.1710308760774943,0.2679590241311294,0.042105263157894736
Babusapalaya,13.0283523,77.650469,0.6719239127411085,0.27244649864545,0.1725955228275265,0.03942083169633413
Nagappa Reddy Layout,12.9599768,77.7154704,0.3013650021276485,0.0624442375939458,0.1029456258132958,0.043478260869565216
Kempapura,13.0478903,77.6096313,0.6225310041959526,0.5758064833941038,0.2852479806266651,0.05226342129208371
BTM 1st Stage,12.9194108,77.609966,0.6719239127411085,0.27244649864545,0.1725955228275265,0.13399869398704578
Kariyammana Agrahara,12.9371495,77.6873031,0.0157435916921541,0.5615978168720168,0.4406710436203088,0.05
Hessarghatta,13.0484259,77.5076232,2.493187332613776,0.3158368682051171,0.2865058747874628,0.047080979284369114
Binnamangala,12.9839881,77.6416769,0.6719239127411085,0.27244649864545,0.1725955228275265,0.22681451612903225
Suraksha Nagar,12.9749426,77.6063997,0.6009053486673367,0.3994819417399948,0.0255551008173851,0.0400380922363984
Kadugondanahalli,13.0207029,77.6215464,1.1864235863068515,0.3847745184372513,0.2718428653976002,0.05625
Basava Nagar,12.9854757,77.5887667,0.6719239127411085,0.27244649864545,0.1725955228275265,0.039456486573924296
2nd Block Hrbr Layout,13.0203163,77.6325425,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06588927637314734
Canara Bank Layout,13.068572,77.5783554,1.403029136472106,0.282615692660948,0.6704528486077594,0.09324712643678161
Manjunath Nagar,12.9536329,77.6543602,1.1837030460344262,0.2390009528951653,0.4202899269707838,0.13333333333333333
Basapura,12.8686664,77.6441741,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05
Channasandra,12.9872969,77.7538838,0.923532000070958,0.4836889415930316,0.0923344082352072,0.03585536426777006
Singena Agrahara,12.8400642,77.7126767,0.571293670000818,1.9650143356499643,1.625538965785881,0.088
Kacharakanahalli,13.0222071,77.6319093,1.4192547104011903,0.2451174063502312,0.256463852814521,0.04777070063694268
Choodasandra,12.8883623,77.6799727,1.5600270829015552,0.7378715149880812,0.7606480703530835,0.05032679738562092
Sai Gardens,12.9467591,77.6760671,0.4558139877426937,0.37806578871637,0.506742622069756,0.04337282740523593
Dodda Kempaiah Layout,13.0362652,77.6710325,0.6036721416501054,0.4659473510144052,0.3905023525494348,0.045604987684729065
Hanumanth Nagar,12.9473478,77.5634776,0.3724836646861119,0.1806306962598738,0.0892939967412397,0.044989779190364676
Kaikondrahalli,12.9138348,77.6775268,1.7387244171739296,0.0465427068582542,0.0164266142196175,0.0615951367781155
Hunasamaranahalli,13.1398615,77.6230512,0.6719239127411085,1.9522428402733447,0.6319180820303661,0.16875
Neeladri Nagar,12.8414612,77.6479661,1.1596607240048924,0.0473907004022411,2.359275490523564,0.03229668755355612
Frazer Town,12.9975851,77.6136744,0.2440334342978169,0.1092781119316838,0.1972907297840227,0.10020372526193248
Williams Town,12.9991567,77.6067556,0.5215818039407049,0.3324551744264749,0.2862658378783488,0.06533333333333333
Iggalur,12.781144,77.7014486,0.6719239127411085,1.6010555577611985,0.8060033729425429,0.033516483516483515
Cooke Town,13.0021998,77.6251814,0.5773875959324263,0.2308652543926518,0.5154163752922875,0.10755295429208472
Doddakallasandra,12.8857355,77.5557448,0.90864791806872,0.6485990063096463,0.34598933783499,0.03999281475748194
Chikkaballapur,13.0993764,77.388729,0.2061801390975425,0.2786965432878641,0.2479211139129111,0.06666666666666667
Chamrajpet,12.9584184,77.5629161,0.2021873801310553,0.0441822813940179,0.189805510215629,0.08135593220338982
Classic Paradise Layout,12.8718404,77.6442373,0.5677536474609888,0.2204728021057193,0.6802489074164018,0.06837518542063997
Byappanahalli,12.9899416,77.6534298,1.2274599887463025,0.6013998810257436,0.0228151791910608,0.03103448275862069
Vasanth nagar,12.9921738,77.591459,0.4574637636513987,0.4759907540261525,0.292784683292091,0.16835891381345927
Rayasandra,12.8795774,77.6719842,0.3046437048503121,1.1846682539556457,2.3188752919870117,0.04549082202713488
Kalkere,13.0344453,77.6766779,0.8909151450818696,0.207124654153715,0.2243660817221848,0.049215344376634704
Vibuthipura,12.9679839,77.6782243,1.0450310171231154,0.5242029300108855,0.3743190866088541,0.05759404604738209
5th Block Hbr Layout,13.0374664,77.628799,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05697081982399259
Pai Layout,12.993111,77.6666772,0.4026121516645018,0.4996379991045377,0.3138886615029085,0.04281947510424332
Defence Layout,13.0598706,77.5851779,0.5923994864847407,0.2151196354422667,0.3075463570919653,0.05400430570505921
Roopena Agrahara,12.91064,77.6238263,0.1247636550283863,0.0839035350999275,0.2500192635494851,0.05111357229158276
Banashankari Stage V,12.8849238,77.5154846,0.6719239127411085,0.27244649864545,0.1725955228275265,0.03456038647342995
Coconut Garden,12.9610387,77.5190523,0.3353714550906516,0.2608730016653343,0.1272321268975209,0.09722222222222222
Gollahalli,12.821532,77.5852714,1.5174613700309876,0.987684945510078,0.2753704177076201,0.041310495099634734
Sonnenahalli,12.9433048,77.4801187,2.409374851402626,0.4251122896450219,0.132303468486275,0.04998021760633037
D Souza Layout,12.9696296,77.5968003,0.2052170215270413,0.4085397627193177,0.2738487279071857,0.2190332326283988
"ECC Road, Whitefield,",12.9811905,77.7433061,0.5458126398450429,0.967438655689951,0.5994315475265743,0.059117449099781255
Seetharampalya,12.9813697,77.7086129,0.8539704419126385,0.1071376743160765,0.0601222240764895,0.05367647058823529
Puttanahalli,13.1119851,77.5770582,0.9089338121239224,0.9140418500522434,0.355875210706995,0.046577361876682474
Benson Town,12.997343,77.6036815,0.6459429891583218,0.3222163028721158,0.3116091335718602,0.13224982686980608
Devasandra Extension,13.0219498,77.5722288,0.9684313152933252,0.748848058595715,2.136586884254456,0.029357798165137616
2nd Phase Judicial Layout,12.8653002,77.5372382,0.6719239127411085,0.27244649864545,0.1725955228275265,0.035
"Sarjapur Road,",12.9243414,77.6448784,0.5763147173538844,0.3599119044181345,0.2547980447962064,0.05961211234104839
Byadarahalli,12.9779094,77.484086,0.2369475837628956,0.8205450862288203,0.4004782966386007,0.11935136970794658
Poorna Pragna Layout,12.9089902,77.5327496,0.502509340007645,0.1518297788398314,0.1945651847373686,0.03999267316161751
Judicial Layout,13.0837692,77.5860438,1.7538702152909709,1.2417116342011365,0.5732750494067582,0.08455253896430368
"Varthur Road,",12.9561094,77.7295768,0.8493124126329409,0.111295504517586,0.1403305063496017,0.04788460178659816
Chikka Banaswadi,13.0057413,77.6508239,0.2781841247828849,0.5386990498980748,0.3207864955843577,0.059469350411710885
Outer Ring Road East,12.9792116,77.6952364,1.0465973228735497,0.2007006481133033,0.1921666064674344,0.06739176405119643
Vinayaka Nagar,12.9872184,77.5230958,1.603838809512996,0.7517299115089969,0.2614900028657894,0.04652447370136219
Banashankari Stage II,12.8849238,77.5154846,0.6719239127411085,0.27244649864545,0.1725955228275265,0.10972461273666093
GB Palya,13.0226152,77.7057327,2.784675521057892,0.4296754798508252,0.0764740222640324,0.04838709677419355
AMS Layout,13.0877316,77.5585759,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06666666666666667
9th Block Jayanagar,12.9341998,77.5841516,0.6719239127411085,0.27244649864545,0.1725955228275265,0.2
Karuna Nagar,12.921008,77.5878683,0.4280860092228885,0.0728552035805086,0.2706525241594852,0.10998196502783658
Ashwathnagar,13.026056,77.5789157,0.6719239127411085,0.27244649864545,0.1725955228275265,0.10122325898953119
AGS Layout,12.9127651,77.5340498,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05862068965517241
Srinagar,12.9484488,77.5514971,1.0775175638101453,0.5677294181457373,0.1378836701727174,0.13796296296296295
Brigade Road,12.967408,77.6065277,0.0719581193980562,0.2350720779959816,0.1714233881420668,0.05400430570505921
Bannerghatta,12.9517452,77.6039506,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06172839506172839
Belathur,12.9989822,77.7408733,0.3681875013716038,1.5160290228254107,0.4520371519914777,0.04226475279106858
Maruthi HBCS Layout,12.9977407,77.5418368,0.2777182606693538,0.1183925340612595,0.1458879165831025,0.0316
Devanahalli Road,13.1424106,77.7340989,0.6719239127411085,1.274730303566862,0.5223279199956383,0.10540489753936229
Green Woods Layout,13.0584954,77.6263659,0.7550189597067388,0.72681928578763,0.1105391618952065,0.04947346600331675
Craig Park Layout,12.9713834,77.6158386,0.580391351177486,0.361590849443675,0.1837682022319356,0.14653465346534653
Immadihalli,12.9663991,77.762046,0.84788775671992,1.278868961553934,0.1061382933920549,0.05991189427312775
Banagiri Nagar,12.9228552,77.5586323,0.6719239127411085,0.27244649864545,0.1725955228275265,0.08
Hiremath Layout,12.9754354,77.5358965,0.368876964870505,0.0,0.0923355824027472,0.04878048780487805
Chikkasandra,13.0963679,77.7047925,0.6719239127411085,0.27244649864545,1.1867243672248435,0.08666666666666667
3rd Block Jayanagar,12.933863,77.5830336,0.6719239127411085,0.27244649864545,0.1725955228275265,0.11685185185185185
Manjunatha Layout,13.0250058,77.7001393,2.511170660734572,0.3487381120433966,0.3889288830026216,0.07516025641025642
Konanakunte Cross,12.890447,77.5640809,0.1788913751929838,0.3310610432113022,0.2172344168128708,0.04977693697763723
Abbaiah Reddy Layout,12.9792262,77.680936,0.6719239127411085,0.27244649864545,0.1725955228275265,0.035
Lakshmi Layout,12.8913057,77.5878632,0.3198723561558485,0.5925663826413038,1.9332196786398448,0.09108213429256595
Tavarekere,12.9220045,77.6096347,0.0676475466018603,0.1232822080183983,0.1001645566096596,0.03333333333333333
Thirumenahalli,13.0901794,77.6334125,0.9885648011677348,0.7698068311351458,0.2625384003461571,0.035432697764158444
KPC Layout,12.9041861,77.6778517,2.3285835751560953,0.4061879104874347,0.2220187144975238,0.05400430570505921
HOSUR MAIN ROAD,12.9419903,77.5973807,0.2565526226316076,0.2026508648396136,0.10577485201535,0.03825136612021858
Nandi Durga Road,13.0044951,77.5948451,1.6146912312277517,0.9605604745077252,0.1445208183347995,0.16129032258064516
Kumara Park,12.9922298,77.5783472,0.1411369984680065,0.1379946715976424,0.2411565573744297,0.1590909090909091
Maruthi Nagar,12.9746062,77.6756305,0.533627165085799,0.1180432387164703,0.302324913520465,0.04176470588235294
Marsur,12.7678915,77.7043732,0.6719239127411085,2.9751270129140357,0.3579930213141969,0.075
New Thippasandra,12.9761264,77.660815,0.8102886504602792,0.5734579359470656,0.5607771749754614,0.1077531379748962
Garden Layout,12.9559043,77.7148447,0.6680479531531998,0.2282509947222239,0.1493455781667556,0.05400430570505921
Kumbena Agrahara,13.0017965,77.7473882,0.8505142118322797,0.9203469692707316,1.0322559141064789,0.0423728813559322
Doddanekundi,12.9713194,77.6964768,0.3514634232895514,0.2448301952059073,0.2415748865330328,0.047150764820718116
Venkatadri Layout,12.9479007,77.6994103,0.9182246655655176,0.372689989332421,0.1805632199163321,0.05400430570505921
Bommenahalli,13.0742536,77.7465943,0.6719239127411085,0.27244649864545,0.0482946531926285,0.08035714285714286
Andrahalli,13.0196883,77.4889451,0.6719239127411085,0.27244649864545,0.1725955228275265,0.10681818181818181
HBR Layout,13.031992,77.6280789,0.7555657686489766,0.2717183757304339,0.3047402380163249,0.07938240798502808
Vittal Nagar,12.9012176,77.5550809,0.4958449261205092,0.6880589369092307,0.2941884677645605,0.0475
Bhuvaneshwari Nagar,12.9715261,77.5595225,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05181818181818182
Laggere,13.0108677,77.5207301,0.7834476486030592,0.2320438039058008,0.1409541631227225,0.0830188679245283
Prithvi Layout,12.977178,77.7436455,0.3302706528674197,0.9020964722799288,0.793661241073823,0.06878698224852071
5th Stage BEML Layout,13.1501641,77.6688989,0.6719239127411085,0.27244649864545,0.1725955228275265,0.0425
Vijinapura,13.0039028,77.6736303,0.2110636576900572,0.2042586985721123,0.4224271182673048,0.055390590911200854
Banaswadi,13.0141618,77.6518539,0.6719239127411085,0.27244649864545,0.1725955228275265,0.051587301587301584
P&T Layout,13.0124489,77.6960226,1.308590940354927,0.0353531875877361,0.2989086899128101,0.04909090909090909
Byrasandra,12.9295931,77.581181,0.4497599270003899,0.0970306513784047,0.0920386071052378,0.05
Veerannapalya,13.0424788,77.613342,0.8350783012206179,0.6357764136003717,2.9349084506582703,0.042837436332767403
Chowdeshwari Layout,13.0613342,77.6420881,0.5253839127833032,0.2084925005845252,0.1256080450301282,0.064
Sector 2 HSR Layout,12.9118578,77.6517238,0.2920468130903524,0.1024464927077078,0.0162075686550721,0.057369130941965586
Anantapura,13.1150894,77.5679972,0.6719239127411085,0.27244649864545,0.1725955228275265,0.03947916666666667
Shivaji Nagar,12.9883249,77.6004488,0.4289336185869077,0.2581316562432131,0.19696017345994,0.07041251778093884
4th Block Koramangala,12.9299843,77.6305001,0.6719239127411085,0.27244649864545,0.1725955228275265,0.1111111111111111
Belatur,12.9975859,77.7559053,0.6719239127411085,0.27244649864545,0.1725955228275265,0.046031746031746035
Lalbagh Road,12.9549004,77.5855742,0.3739976313145663,0.3102817022262136,0.0845307523774814,0.09986394557823129
Kamakya Layout,12.9239667,77.5492664,1.1039975888165876,0.1273385587824283,0.1242689429895246,0.07272727272727272
Vignana Nagar,13.0705989,77.5867134,0.9411708073433498,0.7914703133497715,0.6758191532656612,0.05606481481481482
Nallurhalli,12.9766408,77.7248845,0.1697198203004212,0.1138750096438843,0.1460009904088637,0.055059288537549406
Chinnapanahalli,12.9661219,77.7071156,0.5256639772243925,0.4968093054290869,0.6358671332305671,0.04052621048419368
Lingarajapuram,13.0093949,77.6267881,0.3682592202258137,0.3515177846176174,0.3332689342253355,0.05925925925925926
3rd Block HBR Layout,13.0314059,77.6355596,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05
Nagavarapalya,12.9866903,77.6577863,1.061738820046865,0.4611772692665946,0.4409438729643847,0.07801418439716312
Hongasandra,12.8986261,77.6286732,0.2093149871788104,0.249136716374111,0.231469448466724,0.04243110838946724
Harappanahalli,12.7764978,77.6326204,0.6719239127411085,0.4225690249010627,1.1974502221048098,0.03958333333333333
BTM Layout,12.9140008,77.6102821,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05508021390374331
Kanaka Nagar,13.0374105,77.6082063,0.1621485999372766,0.4380922074420829,0.2581820795634288,0.07035317292809906
Tasker Town,12.9801622,77.605818,0.9193179537913136,0.0300346815007141,0.3068617719966022,0.06315789473684211
NR Colony,12.9388164,77.568326,0.39075792544071,0.2265035936804472,0.1780194035757157,0.0375
Agara Village,12.8446015,77.4879398,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06233766233766234
Shettigere,13.1954297,77.649453,0.6719239127411085,0.27244649864545,0.5730267078713411,0.05303030303030303
BEL Road,13.0484221,77.5545881,0.6719239127411085,0.27244649864545,0.1725955228275265,0.12004761904761904
Doddabommasandra,13.0544347,77.559327,0.6132291727996358,1.4646199879092698,0.2348179169151435,0.07843459752321981
Maruthi Layout,12.9204015,77.6067432,0.2122126626349509,0.1913358927785,0.161746871646241,0.05400430570505921
Sree Narayana Nagar,12.8837645,77.5507558,1.1760119395699975,0.0652154339842619,0.0560571955823178,0.05400430570505921
Tunganagara,12.985503,77.485068,0.4204071327468453,0.6239046335328086,0.1725955228275265,0.028
Nagavara,13.0374647,77.623602,0.5002868566305048,0.0580632177549499,0.0572769283980491,0.04669298051628458
BTM 2nd Stage,12.9140788,77.6188862,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06396103896103895
Chokkasandra,13.0405342,77.5112239,1.7338057013569392,0.3355798387812403,0.3128755577447628,0.03882352941176471
Panduranga Nagar,12.8930758,77.5961351,0.6104650925035187,0.2624868301419979,0.3541065757941077,0.05400430570505921
Jakkur Plantation,13.0834599,77.5980019,2.2003469820835,1.291404208089555,0.5778876391461609,0.06388888888888888
Sir M V Nagar,12.9312736,77.5704231,0.2344473817413387,0.4368052512408492,0.3195476588311799,0.05400430570505921
1st Block Koramangala,12.9248167,77.6342492,0.6719239127411085,0.27244649864545,0.1725955228275265,0.07695065329936723
Hoskote,13.0318443,77.7618779,0.6719239127411085,0.2339032051634827,0.3389246320592702,0.038461538461538464
Attiguppe,12.9618745,77.5335505,0.6719239127411085,0.27244649864545,0.1725955228275265,0.14
Yemlur,12.9438959,77.6783535,0.4784137501652939,0.094511014300112,0.2951272468746654,0.05
Race Course Road,12.9819671,77.5766178,0.7324767202416441,0.5473491645355066,0.0985420760090443,0.1531578947368421
Gkvk Layout,13.0827075,77.6034629,2.6484314965513396,1.1309081492275763,0.4184102426639576,0.14444444444444443
Sector 1 HSR Layout,12.9118559,77.6516888,0.2896775155110779,0.1035216240340714,0.0187620421960306,0.08314855875831485
St. John's Road,12.9865304,77.6158573,0.4198395491300619,0.2524344554967683,0.0482745802710609,0.11515776699029126
Doopanahalli,12.9674584,77.6396382,0.0479034117799551,0.2116589025373215,0.2084030133228225,0.09037606837606837
Doddaballapur,13.1112249,77.5798813,0.7255740290704908,0.9153657932218427,0.0729874415889671,0.07492354740061162
Sathanur,13.0735244,77.6214579,2.3223366652236273,1.296482725744849,0.3020327274523953,0.06790123456790123
kanakapura road,12.8622076,77.5303418,1.3512782086849493,1.3148971281446862,0.0503463633456248,0.034952727272727274
Kaveri Nagar,13.0326126,77.6096168,0.4057778735729556,0.119833162092593,0.3433384745090121,0.08157894736842106
Nelamangala,13.0979667,77.3945591,0.2192338466723758,0.0782277270809552,0.0427389973578645,0.036585365853658534
Alfa Garden Layout,12.9684751,77.5981066,0.6719239127411085,0.27244649864545,0.1725955228275265,0.03715725806451613
Hoodi Layout,12.9937325,77.7171734,0.0559818070831465,1.1504799066133944,0.1813293211457647,0.06166091954022988
5th block Koramangala,12.935464,77.616304,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05400430570505921
Gunjur Palya,12.9228378,77.7188315,2.6036333527841244,1.469963722247293,1.0265825048279358,0.03654761904761905
Bileshivale,13.0543306,77.6710224,0.6719239127411085,0.27244649864545,0.1725955228275265,0.04583333333333333
Upkar Layout,12.961396,77.4833965,1.6179567205814949,0.9058222356314616,0.0770598391454551,0.06666666666666667
Sunkadakatte,12.9951556,77.5022163,0.9479074363505908,0.1202445868454327,0.0866492201589721,0.04833333333333333
Someshwara Layout,12.9035976,77.6938015,0.9312879082089528,0.2845782048739962,0.4300652684392496,0.12458333333333334
Channasandra Layout,12.9847239,77.751479,0.5767715358810441,0.158137291338306,0.0466997268964924,0.04452821267206052
HAL 3rd Stage,12.9715338,77.6497819,0.29905029683768,0.1217512878413261,0.1616461894023215,0.04083333333333333
Doctors Layout,13.0053365,77.6581854,0.1212983334667094,0.1539372185664948,0.1595999468827112,0.03911111111111111
1st Block HRBR Layout,13.0100548,77.6431061,0.6719239127411085,0.27244649864545,0.1725955228275265,0.15
Sarakki Nagar,12.9106407,77.5845458,0.3345753113965817,0.0387307488775692,0.0655157093407413,0.11358671909130624
Bahubali Nagar,13.0450669,77.5492146,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05400430570505921
Nandini Layout,13.0125961,77.5333145,0.6865714187979948,0.6375746820762526,0.1864136783976065,0.09166666666666666
B Channasandra,13.0099152,77.6602721,0.6719239127411085,0.27244649864545,0.1725955228275265,0.051217948717948714
Dollars Colony,13.0413668,77.5678155,1.407205066869858,0.558230562236529,0.1899208359576927,0.07962625341841387
Arehalli,12.9084491,77.537781,0.6719239127411085,0.27244649864545,0.1725955228275265,0.04814814814814815
Cambridge  road,12.9709964,77.6278632,0.1114156116066184,0.0869810209909497,0.5185905655545889,0.11
Hennur Gardens,13.0376905,77.6432902,0.4958858992258092,0.2595101349615316,0.1708377349861723,0.07718120805369127
Thyagaraja Nagar,12.931392,77.5683011,0.3456232786056747,0.349320683506187,0.1059581695192967,0.1
Bharathi Nagar,12.9898432,77.6103341,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05188565141394594
SRINIVASAPURA,13.1062092,77.6239014,1.4534998280342353,0.5916845920262863,0.3105522194165184,0.045001639344262295
Cambridge Layout,13.0076481,77.7258907,1.6055709066241883,1.0518070935454067,0.4518077361386485,0.10572916666666667
ittamadu,12.9233593,77.5418698,1.0206396586495792,0.2308659361886501,0.1598653674177515,0.18333333333333332
Doddakannelli,12.9115184,77.6934108,0.5310204807011356,0.561380766169352,0.4915084911610464,0.050810736375842006
"Thanisandra Main Road,",13.0401602,77.6243306,0.1905198883191995,0.1401572348201475,0.0263985167163206,0.06406448875689436
Jayanagar,12.9292731,77.5824229,0.3865898623691632,0.0485378467709794,0.1753115270525628,0.12222222222222222
Amruthnagar,13.0569904,77.5981092,0.6719239127411085,0.27244649864545,0.1725955228275265,0.051
Palace Guttahalli,12.999489,77.5843469,1.0334390764126238,0.265939281755941,1.613882541202653,0.13142857142857142
Akshya Nagar,13.0694057,77.5451149,0.6719239127411085,0.27244649864545,0.1725955228275265,0.05434782608695652
Victoria Layout,12.9656579,77.6142682,0.2800174285034312,0.131849626217331,0.3321223377280893,0.1
BCC Layout,12.955703,77.5313329,0.6719239127411085,0.27244649864545,0.1725955228275265,0.08518518518518518
Mathikere,13.0333587,77.5581786,0.646935825124672,0.0879557447521734,0.2433558003882036,0.07250000000000001
Friends Colony,12.926326,77.6171749,0.2558143369746047,0.0498248731694368,0.0328469438760506,0.06521739130434782
Sri Balaji Krupa Layout,12.8732692,77.6460654,0.742233969714381,0.1284883721752119,0.4634068928726152,0.084375
Bidadi,12.8861649,77.5822896,0.6719239127411085,0.27244649864545,0.1725955228275265,0.065625
Sampige Layout,12.9764697,77.528243,0.3473977635132612,0.1828058166173384,0.2634442505958773,0.05400430570505921
