location,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km,location_price
Herohalli,12.9912345,77.4870119,0.9421742315384448,0.9492104024478928,0.0975577404593457,0.07916666666666666
HRBR Layout,13.0141515,77.6340564,0.8989051941717641,0.0874659822359541,0.2027553389563591,0.06914119359534207
Ashwini layout,12.9396583,77.6288969,0.6719239127411085,0.27244649864545,0.1725955228275265,0.06087716034069296
Marathalli bridge,12.9563664,77.7069965,0.4871133592560694,0.2125668759087827,0.1966447419164604,0.07772020725388601
Dooravani Nagar,12.9947771,77.676929,1.097700361699321,0.3785460313245309,0.5661372802290995,0.06578947368421052
JCR Layout,12.933134,77.7043284,1.5720181798855726,0.3792838075270575,0.3814167588872861,0.03526643775569842
Nehru Nagar,12.9829907,77.5744995,0.8129287736298327,0.3522910287387797,0.1372302855063105,0.04937436027884272
Kanakapura,12.9189383,77.5739265,0.3882381613109325,0.1760029073445472,0.1252950229835552,0.04701141705842848
Sneha Colony,12.9987826,77.6177648,0.2243775375937844,0.0870545375617732,0.2066471009985727,0.07023809523809524
Konanakunte,12.8792861,77.5697529,0.1686701130671464,0.586149661122673,0.242689101932724,0.07744983876746686
Hosapalya,12.8974222,77.6496873,0.2191015455143994,0.832949708544551,0.2244287295394808,0.094
Doddagubbi,13.0720681,77.6683289,2.703518825779099,2.555830254248299,0.6242436730288617,0.06222222222222222
Sector 6 HSR Layout,12.9156177,77.6347321,0.2636537319230709,0.0283033842067878,0.0665989178186072,0.11964912280701755
ITI Layout,12.9665733,77.5016708,1.9891076518704296,0.1537021920332199,0.153217684103594,0.05796699174793698
R.T. Nagar,13.0254156,77.5960071,0.3705923731324917,0.1368004962649884,0.1607355940841766,0.07727272727272727
Tumkur Road,13.0161949,77.556284,0.3244802133240951,0.6266761280654478,0.2713090324348914,0.06305170239596469
Vasanthapura,12.8894951,77.5596744,0.3862689399799207,0.2587434489960113,0.2480635919781015,0.03500440528634361
Hosahalli,12.9660431,77.5414979,0.0612547835261632,0.1253249738386787,0.2017271115720119,0.05090909090909091
GM Palaya,12.974779,77.6654084,0.7406277178645391,0.0816753577410524,0.1285503558553249,0.04563709619563582
Jalahalli East,13.0578317,77.5462216,0.924116936181678,1.4531790971832603,2.4262337810871397,0.05148514851485148
Hosakerehalli,12.9299371,77.5374237,0.3330033220489224,0.4420964862333945,0.1924402869210786,0.09666666666666666
Huskur,12.8607674,77.7071019,2.3592963355294545,0.27244649864545,0.2173839973935279,0.02887821701199564
Indira Nagar,12.9732913,77.6404672,0.1313417961324739,0.2364411182275815,0.066302430776592,0.11593220338983051
Shanthala Nagar,12.9714173,77.5994394,0.482139527628219,0.4390559028194807,0.4218333434650697,0.13125850784119938
Teachers Colony,12.9188265,77.6341185,0.2066421156855641,0.1593186714116462,0.2654943293842475,0.05703703703703704
Srinivasa Nagar,12.9877574,77.5378544,0.2577706860420363,0.1759889439082334,0.0609548461477038,0.05819491525423729
